id,visitors
air_00a91d42b08b08d9_2017-04-23,24.301034028058357
air_00a91d42b08b08d9_2017-04-24,21.841464072569117
air_00a91d42b08b08d9_2017-04-25,26.19408904800819
air_00a91d42b08b08d9_2017-04-26,28.208591902267127
air_00a91d42b08b08d9_2017-04-27,31.44029749952461
air_00a91d42b08b08d9_2017-04-28,36.01584436530086
air_00a91d42b08b08d9_2017-04-29,11.14100929826198
air_00a91d42b08b08d9_2017-04-30,23.807882112166997
air_00a91d42b08b08d9_2017-05-01,21.724941977850552
air_00a91d42b08b08d9_2017-05-02,27.31135112969981
air_00a91d42b08b08d9_2017-05-03,27.84969928633758
air_00a91d42b08b08d9_2017-05-04,30.534947062978826
air_00a91d42b08b08d9_2017-05-05,35.95542137470315
air_00a91d42b08b08d9_2017-05-06,10.495207491609468
air_00a91d42b08b08d9_2017-05-07,23.44512699602192
air_00a91d42b08b08d9_2017-05-08,21.726135209508705
air_00a91d42b08b08d9_2017-05-09,26.779414792797372
air_00a91d42b08b08d9_2017-05-10,27.59134653023464
air_00a91d42b08b08d9_2017-05-11,31.529145944690306
air_00a91d42b08b08d9_2017-05-12,37.237566499360994
air_00a91d42b08b08d9_2017-05-13,10.301096638825513
air_00a91d42b08b08d9_2017-05-14,23.82575244014553
air_00a91d42b08b08d9_2017-05-15,22.03427744753881
air_00a91d42b08b08d9_2017-05-16,26.982999010502215
air_00a91d42b08b08d9_2017-05-17,27.962484749693648
air_00a91d42b08b08d9_2017-05-18,31.66105424404764
air_00a91d42b08b08d9_2017-05-19,37.39554196224894
air_00a91d42b08b08d9_2017-05-20,10.148291246747442
air_00a91d42b08b08d9_2017-05-21,24.20839701743693
air_00a91d42b08b08d9_2017-05-22,22.028057758230204
air_00a91d42b08b08d9_2017-05-23,27.028336614561233
air_00a91d42b08b08d9_2017-05-24,28.361900865300516
air_00a91d42b08b08d9_2017-05-25,31.74637594999338
air_00a91d42b08b08d9_2017-05-26,36.97848056667732
air_00a91d42b08b08d9_2017-05-27,10.261717803314019
air_00a91d42b08b08d9_2017-05-28,24.506685476787638
air_00a91d42b08b08d9_2017-05-29,22.04626425024039
air_00a91d42b08b08d9_2017-05-30,27.06804852334799
air_00a91d42b08b08d9_2017-05-31,28.541885854831687
air_0164b9927d20bcc3_2017-04-23,5.002665403811685
air_0164b9927d20bcc3_2017-04-24,4.8400165306655065
air_0164b9927d20bcc3_2017-04-25,6.867863130358151
air_0164b9927d20bcc3_2017-04-26,6.19417704976907
air_0164b9927d20bcc3_2017-04-27,5.997896601294608
air_0164b9927d20bcc3_2017-04-28,6.091794565633713
air_0164b9927d20bcc3_2017-04-29,3.8132982005176848
air_0164b9927d20bcc3_2017-04-30,5.55899928530614
air_0164b9927d20bcc3_2017-05-01,6.065966621152044
air_0164b9927d20bcc3_2017-05-02,6.354615534702853
air_0164b9927d20bcc3_2017-05-03,5.462838886122802
air_0164b9927d20bcc3_2017-05-04,4.732200515178334
air_0164b9927d20bcc3_2017-05-05,6.871128897514855
air_0164b9927d20bcc3_2017-05-06,3.6477705409564516
air_0164b9927d20bcc3_2017-05-07,6.20483109005151
air_0164b9927d20bcc3_2017-05-08,5.014995416507223
air_0164b9927d20bcc3_2017-05-09,6.941961731310713
air_0164b9927d20bcc3_2017-05-10,6.79763058270742
air_0164b9927d20bcc3_2017-05-11,6.545805008792021
air_0164b9927d20bcc3_2017-05-12,7.019725188111174
air_0164b9927d20bcc3_2017-05-13,10.952857724655638
air_0164b9927d20bcc3_2017-05-14,7.514032249893141
air_0164b9927d20bcc3_2017-05-15,5.621264928722821
air_0164b9927d20bcc3_2017-05-16,6.557003218183183
air_0164b9927d20bcc3_2017-05-17,6.765901723844439
air_0164b9927d20bcc3_2017-05-18,6.008278029662502
air_0164b9927d20bcc3_2017-05-19,6.784478527629349
air_0164b9927d20bcc3_2017-05-20,4.125721604395911
air_0164b9927d20bcc3_2017-05-21,6.381070143950615
air_0164b9927d20bcc3_2017-05-22,5.439473178012602
air_0164b9927d20bcc3_2017-05-23,6.401177549295577
air_0164b9927d20bcc3_2017-05-24,6.4676369898325134
air_0164b9927d20bcc3_2017-05-25,6.16014601100633
air_0164b9927d20bcc3_2017-05-26,7.036887515913142
air_0164b9927d20bcc3_2017-05-27,4.135699391664875
air_0164b9927d20bcc3_2017-05-28,6.260218033755877
air_0164b9927d20bcc3_2017-05-29,5.450816146049536
air_0164b9927d20bcc3_2017-05-30,6.2058103540526615
air_0164b9927d20bcc3_2017-05-31,6.206992214632286
air_0241aa3964b7f861_2017-04-23,9.20554128214454
air_0241aa3964b7f861_2017-04-24,7.338779849385666
air_0241aa3964b7f861_2017-04-25,6.861604018034271
air_0241aa3964b7f861_2017-04-26,7.996508326689787
air_0241aa3964b7f861_2017-04-27,2.8538445248367066
air_0241aa3964b7f861_2017-04-28,5.934159190154842
air_0241aa3964b7f861_2017-04-29,8.873315825660079
air_0241aa3964b7f861_2017-04-30,9.20554128214454
air_0241aa3964b7f861_2017-05-01,7.338779849385666
air_0241aa3964b7f861_2017-05-02,6.861604018034271
air_0241aa3964b7f861_2017-05-03,8.958026205205314
air_0241aa3964b7f861_2017-05-04,3.689268730048374
air_0241aa3964b7f861_2017-05-05,6.027871034208186
air_0241aa3964b7f861_2017-05-06,10.781728528236373
air_0241aa3964b7f861_2017-05-07,9.20554128214454
air_0241aa3964b7f861_2017-05-08,7.338779849385666
air_0241aa3964b7f861_2017-05-09,6.861604018034271
air_0241aa3964b7f861_2017-05-10,7.996508326689787
air_0241aa3964b7f861_2017-05-11,2.8538445248367066
air_0241aa3964b7f861_2017-05-12,5.934159190154842
air_0241aa3964b7f861_2017-05-13,10.781728528236373
air_0241aa3964b7f861_2017-05-14,9.20554128214454
air_0241aa3964b7f861_2017-05-15,7.338779849385666
air_0241aa3964b7f861_2017-05-16,6.861604018034271
air_0241aa3964b7f861_2017-05-17,7.996508326689787
air_0241aa3964b7f861_2017-05-18,2.8538445248367066
air_0241aa3964b7f861_2017-05-19,5.934159190154842
air_0241aa3964b7f861_2017-05-20,10.781728528236373
air_0241aa3964b7f861_2017-05-21,9.20554128214454
air_0241aa3964b7f861_2017-05-22,7.338779849385666
air_0241aa3964b7f861_2017-05-23,6.861604018034271
air_0241aa3964b7f861_2017-05-24,7.996508326689787
air_0241aa3964b7f861_2017-05-25,2.8538445248367066
air_0241aa3964b7f861_2017-05-26,5.934159190154842
air_0241aa3964b7f861_2017-05-27,10.781728528236373
air_0241aa3964b7f861_2017-05-28,9.20554128214454
air_0241aa3964b7f861_2017-05-29,7.338779849385666
air_0241aa3964b7f861_2017-05-30,6.861604018034271
air_0241aa3964b7f861_2017-05-31,7.996508326689787
air_0328696196e46f18_2017-04-23,7.694543715390608
air_0328696196e46f18_2017-04-24,4.887667467271779
air_0328696196e46f18_2017-04-25,6.509426978673386
air_0328696196e46f18_2017-04-26,7.376375688889555
air_0328696196e46f18_2017-04-27,7.2229554657586394
air_0328696196e46f18_2017-04-28,7.297652615088486
air_0328696196e46f18_2017-04-29,6.196607423888923
air_0328696196e46f18_2017-04-30,7.694543715390608
air_0328696196e46f18_2017-05-01,4.887667467271779
air_0328696196e46f18_2017-05-02,6.509426978673386
air_0328696196e46f18_2017-05-03,7.411002639936678
air_0328696196e46f18_2017-05-04,7.310011486120972
air_0328696196e46f18_2017-05-05,6.956027586406093
air_0328696196e46f18_2017-05-06,5.966038542655072
air_0328696196e46f18_2017-05-07,7.694543715390608
air_0328696196e46f18_2017-05-08,4.887667467271779
air_0328696196e46f18_2017-05-09,6.509426978673386
air_0328696196e46f18_2017-05-10,7.376375688889555
air_0328696196e46f18_2017-05-11,7.2229554657586394
air_0328696196e46f18_2017-05-12,7.297652615088486
air_0328696196e46f18_2017-05-13,5.966038542655072
air_0328696196e46f18_2017-05-14,7.694543715390608
air_0328696196e46f18_2017-05-15,4.887667467271779
air_0328696196e46f18_2017-05-16,6.509426978673386
air_0328696196e46f18_2017-05-17,7.376375688889555
air_0328696196e46f18_2017-05-18,7.2229554657586394
air_0328696196e46f18_2017-05-19,7.297652615088486
air_0328696196e46f18_2017-05-20,5.966038542655072
air_0328696196e46f18_2017-05-21,7.694543715390608
air_0328696196e46f18_2017-05-22,4.887667467271779
air_0328696196e46f18_2017-05-23,6.509426978673386
air_0328696196e46f18_2017-05-24,7.376375688889555
air_0328696196e46f18_2017-05-25,7.2229554657586394
air_0328696196e46f18_2017-05-26,7.297652615088486
air_0328696196e46f18_2017-05-27,5.966038542655072
air_0328696196e46f18_2017-05-28,7.694543715390608
air_0328696196e46f18_2017-05-29,4.887667467271779
air_0328696196e46f18_2017-05-30,6.509426978673386
air_0328696196e46f18_2017-05-31,7.376375688889555
air_034a3d5b40d5b1b1_2017-04-23,18.87733229295863
air_034a3d5b40d5b1b1_2017-04-24,11.43408498766542
air_034a3d5b40d5b1b1_2017-04-25,10.250059465147968
air_034a3d5b40d5b1b1_2017-04-26,14.406790789113307
air_034a3d5b40d5b1b1_2017-04-27,10.567356323953252
air_034a3d5b40d5b1b1_2017-04-28,18.526197474574925
