id,visitors
air_00a91d42b08b08d9_2017-04-23,2.056570026542877
air_00a91d42b08b08d9_2017-04-24,21.26139781964059
air_00a91d42b08b08d9_2017-04-25,23.112831390687855
air_00a91d42b08b08d9_2017-04-26,28.12455849106355
air_00a91d42b08b08d9_2017-04-27,30.184850641206474
air_00a91d42b08b08d9_2017-04-28,37.11691371053246
air_00a91d42b08b08d9_2017-04-29,11.840203801240465
air_00a91d42b08b08d9_2017-04-30,2.056570026542877
air_00a91d42b08b08d9_2017-05-01,21.16294546495645
air_00a91d42b08b08d9_2017-05-02,23.00619096101907
air_00a91d42b08b08d9_2017-05-03,28.038813914552986
air_00a91d42b08b08d9_2017-05-04,30.09304043187423
air_00a91d42b08b08d9_2017-05-05,37.00469506093466
air_00a91d42b08b08d9_2017-05-06,11.764461210719467
air_00a91d42b08b08d9_2017-05-07,2.0430521639716166
air_00a91d42b08b08d9_2017-05-08,21.16294546495645
air_00a91d42b08b08d9_2017-05-09,23.00619096101907
air_00a91d42b08b08d9_2017-05-10,27.995753400484254
air_00a91d42b08b08d9_2017-05-11,30.04693378616557
air_00a91d42b08b08d9_2017-05-12,36.9483393946473
air_00a91d42b08b08d9_2017-05-13,11.764461210719467
air_00a91d42b08b08d9_2017-05-14,2.0430521639716166
air_00a91d42b08b08d9_2017-05-15,21.16294546495645
air_00a91d42b08b08d9_2017-05-16,23.00619096101907
air_00a91d42b08b08d9_2017-05-17,27.995753400484254
air_00a91d42b08b08d9_2017-05-18,30.04693378616557
air_00a91d42b08b08d9_2017-05-19,36.9483393946473
air_00a91d42b08b08d9_2017-05-20,11.764461210719467
air_00a91d42b08b08d9_2017-05-21,2.0430521639716166
air_00a91d42b08b08d9_2017-05-22,21.16294546495645
air_00a91d42b08b08d9_2017-05-23,23.00619096101907
air_00a91d42b08b08d9_2017-05-24,27.995753400484254
air_00a91d42b08b08d9_2017-05-25,30.04693378616557
air_00a91d42b08b08d9_2017-05-26,36.9483393946473
air_00a91d42b08b08d9_2017-05-27,11.764461210719467
air_00a91d42b08b08d9_2017-05-28,2.0430521639716166
